tokens	ner_tags	langs	spans
"[""'"" ""''"" 'Le' 'Parcq' ""''"" ""'""]"	[0 0 5 6 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Le Parcq']
['Johann' 'Nikolaus' 'von' 'Hontheim']	[1 2 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Johann Nikolaus von Hontheim']
['Stade' 'Taïeb' 'Mehiri' ',' 'Sfax']	[3 4 4 0 5]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Stade Taïeb Mehiri' 'LOC: Sfax']
"['Tronçon' ""''Brașov"" '-' 'Făgăraș' '-' 'Sibiu' '-' 'Teiuș' ""''"" ',']"	[0 0 0 5 0 5 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Făgăraș' 'LOC: Sibiu' 'LOC: Teiuș']
['Wriezen' '(' 'ville' ')']	[5 0 0 0]	['fr' 'fr' 'fr' 'fr']	['LOC: Wriezen']
"['François' ""d'Orléans"" '(' '1818-1900' ')']"	[1 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr']	"[""PER: François d'Orléans ( 1818-1900 )""]"
"[""'"" ""''"" 'Gabriele' 'Bosisio' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Gabriele Bosisio']
['REDIRECTION' 'Paradoxe' 'des' 'jumeaux']	[0 3 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Paradoxe des jumeaux']
['Apollonios' 'de' 'Perga' '(' 'date' 'approximative' ')']	[1 2 2 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Apollonios de Perga']
['Bulls' 'de' 'Belleville' '(' 'LHO' ')']	[3 4 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Bulls de Belleville']
"[""'"" ""''"" 'Castelnuovo' 'di' 'Ceva' ""''"" ""'"" '.']"	[0 0 5 6 6 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Castelnuovo di Ceva']
['Felipe' 'de' 'Jesús' 'Villanueva' 'Gutiérrez']	[1 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Felipe de Jesús Villanueva Gutiérrez']
"['Communauté' ""d'agglomération"" 'de' 'Marne' 'et' 'Gondoire']"	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Communauté d'agglomération de Marne et Gondoire""]"
['Borgo' 'a' 'Mozzano' ',' 'Gallicano' ',' 'Pescaglia' ',' 'Vergemoli']	[5 6 6 0 5 0 5 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Borgo a Mozzano' 'LOC: Gallicano' 'LOC: Pescaglia' 'LOC: Vergemoli']
['Orgyie' 'pudibonde' ',' 'syn' '.']	[5 6 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Orgyie pudibonde']
"[""'"" ""''"" 'Pol' 'Espargaró' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Pol Espargaró']
"[""'"" ""''"" 'Mecitözü' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Mecitözü']
"['Championnat' ""d'Italie"" 'de' 'football' '2014-2015']"	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	"[""LOC: Championnat d'Italie de football 2014-2015""]"
"['Selon' 'la' 'distribution' 'géographique' ',' 'les' 'plus' 'hostiles'
 'à' 'la' 'légalisation' 'sont' 'les' 'résidents' 'des' 'Prairies' '('
 '78,2' '%' ')' 'et' 'les' 'Québécois' '(' '74,6' '%' ')' 'par'
 'contraste' 'avec' 'les' 'Ontariens' '(' '70,8' '%' ')' 'et' 'surtout'
 'les' 'Britanno-Colombiens' '(' '62,2' '%' ')' '.']"	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 5 0 0 0 0 0
 0 0 5 0 0 0 0 0]"	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr']"	"['LOC: Prairies' 'LOC: Québécois' 'LOC: Ontariens'
 'LOC: Britanno-Colombiens']"
['Vinkeveen' '>' 'Vinkeveen' 'en' 'Waverveen']	[5 0 5 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Vinkeveen' 'LOC: Vinkeveen en Waverveen']
"['REDIRECTION' 'Mouvement' 'pour' ""l'indépendance"" 'de' 'la' 'Sicile']"	[0 3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Mouvement pour l'indépendance de la Sicile""]"
['Le' 'Guagua' 'Pichincha' 'à' 'Quito' 'en' 'Équateur' '.']	[0 5 6 0 5 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Guagua Pichincha' 'LOC: Quito' 'LOC: Équateur']
"['Chargers' ""d'Alabama-Huntsville"" '(' '1999-2010' ')' 'WCHA' ""''""]"	[3 4 0 0 0 3 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Chargers d'Alabama-Huntsville"" 'ORG: WCHA']"
['Raymond' 'Watson' ',' 'Administration']	[1 2 0 0]	['fr' 'fr' 'fr' 'fr']	['PER: Raymond Watson']
"[""'"" ""''"" 'Felipe' 'Massa' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Felipe Massa']
"['Erik' 'Pettersson' 'Gösta' 'Pettersson' 'Sture' 'Pettersson' 'Tomas'
 'Pettersson']"	[1 2 1 2 1 2 1 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['PER: Erik Pettersson' 'PER: Gösta Pettersson' 'PER: Sture Pettersson'
 'PER: Tomas Pettersson']"
"['redirection' 'Perspectives' 'de' 'la' 'Chine' 'comme' 'superpuissance'
 'potentielle']"	[0 3 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Perspectives de la Chine comme superpuissance potentielle']
"['Brian' 'Setzer' '(' ""''Vavoom"" '!']"	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Brian Setzer']
['Ellie' 'Greenwood' '(' 'victoire' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Ellie Greenwood']
"[""'"" ""''"" 'PSV' 'Eindhoven' ""''"" ""'""]"	[0 0 3 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: PSV Eindhoven']
"[""'"" ""''"" 'Sung' 'Ji-hyun' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Sung Ji-hyun']
"['Le' 'site' 'est' 'ensuite' 'occupé' 'par' ""l'usine"" 'Plastic' 'Omnium'
 '.']"	[0 0 0 0 0 0 0 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Plastic Omnium']
"[""'"" ""''"" 'K.' 'B.' 'Andersen' ""''"" ""'""]"	[0 0 1 2 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: K. B. Andersen']
['Il' 'évolue' 'au' 'poste' 'ailier' '.']	[0 0 0 0 1 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: ailier']
['Chambre' 'des' 'représentants' 'du' 'Maine']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Chambre des représentants du Maine']
"[""'"" ""''"" 'Hambourg' 'SV' ""''"" ""'""]"	[0 0 3 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Hambourg SV']
"['en' 'Colombie' 'dans' 'le' 'département' ""d'Amazonas"" '.']"	[0 5 0 0 5 6 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['LOC: Colombie' ""LOC: département d'Amazonas""]"
['Douglas' 'Sirk' 'en' 'supervisa' 'la' 'réalisation' '.']	[1 2 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Douglas Sirk']
['Sir' 'Aga' 'Khan' 'III' '.']	[0 3 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Aga Khan III']
"[""'"" ""''"" 'Montferrand-la-Fare' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Montferrand-la-Fare']
['Romulus' 'Augustule' 'est' 'déposé' '.']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Romulus Augustule']
['Estado' 'Novo' '(' 'Portugal' ')']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Estado Novo ( Portugal )']
['Il' 'fut' 'inspiré' 'par' 'H.' 'Beam' 'Piper' '(' '1904-1964' ')' '.']	[0 0 0 0 1 2 2 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: H. Beam Piper']
['Wallace' 'Spearmon19' 's' '93' '(' 'SB' ')']	[1 2 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Wallace Spearmon19']
['(' 'remis' 'par' 'Candice' 'Bergen' ')']	[0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Candice Bergen']
"['Les' 'Trois-Évêchés' 'ont' 'alors' 'une' 'juridiction' 'sprirituelle'
 'qui' ""s'étend"" 'entre-autres' 'sur' 'le' 'Duché' 'de' 'Lorraine' 'et'
 'le' 'Duché' 'de' 'Bar' '.']"	[0 5 0 0 0 0 0 0 0 0 0 0 3 4 4 0 0 5 6 6 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']"	['LOC: Trois-Évêchés' 'ORG: Duché de Lorraine' 'LOC: Duché de Bar']
"['Cosmos' 'bipinnatus' ""''"" 'Cav' '.']"	[5 6 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Cosmos bipinnatus']
['Estadio' 'Juan' 'Ramón' 'Loubriel' ',' 'Bayamón' ',' 'Porto' 'Rico']	[3 4 4 4 0 5 0 5 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Estadio Juan Ramón Loubriel' 'LOC: Bayamón' 'LOC: Porto Rico']
['Usedom' '(' 'ville' ')']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Usedom ( ville )']
['Tom' 'Heinsohn' '(' 'Celtics' 'de' 'Boston' ')']	[1 2 0 3 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Tom Heinsohn' 'ORG: Celtics de Boston']
['Journée' 'mondiale' 'de' 'la' 'paix']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Journée mondiale de la paix']
"['Il' 'joua' 'avec' 'Janis' 'Joplin' ',' 'Bob' 'Dylan' ',' 'Judy'
 'Collins' ',' 'Joe' 'Walsh' '.']"	[0 0 0 1 2 0 1 2 0 1 2 0 1 2 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr']"	['PER: Janis Joplin' 'PER: Bob Dylan' 'PER: Judy Collins' 'PER: Joe Walsh']
"[""'"" ""''"" 'Criel-sur-Mer' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Criel-sur-Mer']
['John' 'Travolta' 'et' 'Olivia' 'Newton-John']	[1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: John Travolta' 'PER: Olivia Newton-John']
"['Xian' 'de' ""Yuan'an""]"	[5 6 6]	['fr' 'fr' 'fr']	"[""LOC: Xian de Yuan'an""]"
['REDIRECTION' 'Larbaâ' '(' 'Blida' ')']	[0 5 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Larbaâ ( Blida )']
"['Étape' 'précédente' '(' '2,5' 'km' 'à' 'pied' ')' ""'"" ""''"" 'Moratinos'
 ""''"" ""'""]"	[0 0 0 0 0 0 0 0 0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Moratinos']
['REDIRECTION' 'Piéride' 'du' 'réséda']	[0 5 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Piéride du réséda']
"['Participation' 'à' 'la' 'mise' 'en' 'scène' ',' 'pour' 'remplacer'
 'Michael' 'Curtiz' ',' 'malade' '.']"	[0 0 0 0 0 0 0 0 0 1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Michael Curtiz']
['Division' '(' 'sport' ')']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Division ( sport )']
"[""'"" ""''"" 'République' 'tchèque' ""''"" ""'""]"	[0 0 5 6 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: République tchèque']
"['Après' 'ce' 'prolongement' ',' 'un' 'autre' 'est' 'prévu' 'à' 'plus'
 'long' 'terme' 'vers' ""l'ouest"" ""jusqu'à"" 'Nanterre' '.']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr']"	['LOC: Nanterre']
['Il' 'est' 'interprété' 'par' 'Cameron' 'Bright' '.']	[0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Cameron Bright']
"[""'"" ""''"" 'Michael' 'Rasmussen' ""'"" ""''""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Michael Rasmussen']
['Buda' 'et' 'Pest' 'réunies' 'comptent' 'habitants' '.']	[5 6 6 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Buda et Pest']
"[""'"" ""''"" 'Sophia' 'Loren' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Sophia Loren']
['Pelote' 'basque' 'aux' 'Jeux' 'olympiques']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Pelote basque aux Jeux olympiques']
['Darren' 'Haydar' '(' 'Wolves' 'de' 'Chicago' ')']	[1 2 0 3 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Darren Haydar' 'ORG: Wolves de Chicago']
"['Le' 'Merlot' 'ou' 'la' 'Caladoc' 'par' 'exemple' 'sont' 'très' 'présent'
 ',' 'surtout' 'sur' 'des' 'sols' 'marqués' 'par' 'une' 'grande'
 'profondeur' '.']"	[0 5 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']"	['LOC: Merlot' 'LOC: Caladoc']
"[""'"" ""''"" 'Alex' 'Len' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Alex Len']
['Neue' 'Pinakothek' '(' 'Munich' ')']	[3 4 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Neue Pinakothek' 'LOC: Munich']
['Pierre' 'Belon' 'Lapisse']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Pierre Belon Lapisse']
"['Il' 'fut' 'signé' 'à' 'Rarotonga' ',' 'dans' 'les' 'Îles' 'Cook' ','
 'le' 'et' 'est' 'entré' 'en' 'vigueur' 'le' '.']"	[0 0 0 0 5 0 0 0 5 6 0 0 0 0 0 0 0 0 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr']"	['LOC: Rarotonga' 'LOC: Îles Cook']
['Saragosse' '(' 'Saragosse' ')']	[5 0 5 0]	['fr' 'fr' 'fr' 'fr']	['LOC: Saragosse' 'LOC: Saragosse']
['Les' 'Hiéromoines' 'sont' 'eux' 'des' 'moines-Prêtres' '.']	[0 1 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Hiéromoines']
['Polo' 'Grounds' ',' 'New' 'York']	[3 4 0 5 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Polo Grounds' 'LOC: New York']
['Évolution' 'territoriale' 'des' 'États-Unis']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Évolution territoriale des États-Unis']
['Borghetto' 'di' 'Vara']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Borghetto di Vara']
['Il' 'était' 'gardien' 'de' 'but' '.']	[0 0 1 2 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: gardien de but']
['Klay' 'Thompson' '(' '1' '/' '1' ')']	[1 2 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Klay Thompson']
"['Elle' 'influença' 'fortement' ""l'écrivaine"" 'Bucura' 'Dumbravă' '.']"	[0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Bucura Dumbravă']
['Novak' 'Djokovic' '(' '1' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Novak Djokovic']
"['Cour' ""d'appel"" 'des' 'États-Unis' 'pour' 'le' 'circuit' 'du' 'district'
 'de' 'Columbia']"	[3 4 4 4 4 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Cour d'appel des États-Unis pour le circuit du district de Columbia""]"
['Costa' 'da' 'Caparica']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Costa da Caparica']
"['Textes' 'à' ""l'appui"" ""''"" ',' 'Paris']"	[0 0 0 0 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Paris']
['Anna' 'Stöhr' '(' '1988-' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Anna Stöhr']
"['Pascal' 'Obispo' '-' ""''Fan"" ""''""]"	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Pascal Obispo']
['Muscle' 'quadriceps' 'fémoral']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Muscle quadriceps fémoral']
['Frederick' 'de' 'Houtman']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Frederick de Houtman']
['Xian' 'de' 'Yuqing']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Xian de Yuqing']
['Stade' 'Constant' 'Vanden' 'Stock' ',' 'Anderlecht']	[3 4 4 4 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Stade Constant Vanden Stock' 'LOC: Anderlecht']
"[""'"" ""''"" 'Transformers' ':' 'The' 'Ride' ""''"" ""'""]"	[0 0 3 4 4 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Transformers : The Ride']
['Musée' 'des' 'beaux-arts' 'de' 'Nantes' '.']	[3 4 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Musée des beaux-arts de Nantes']
"[""'"" ""''"" 'Dera' 'Ismail' 'Khan' ""''"" ""'""]"	[0 0 5 6 6 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Dera Ismail Khan']
['Le' 'ministère' 'de' 'la' 'sécurité' 'intérieure' ',']	[0 3 4 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: ministère de la sécurité intérieure']
"[""'"" ""''"" 'Niger' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Niger']
['Vladimir' 'Ilitch' 'Lénine' '(' '1917—1924' ')']	[1 2 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Vladimir Ilitch Lénine']
['Palmeira' 'dos' 'Índios']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Palmeira dos Índios']
['Division' 'administrative' 'locale' '(' 'Estonie' ')']	[5 6 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Division administrative locale ( Estonie )']
['Il' 'évolue' 'durant' 'sa' 'carrière' 'au' 'poste' 'ailier' '.']	[0 0 0 0 0 0 0 1 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: ailier']
['And' 'in' 'This' 'Corner…']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: And in This Corner…']
['Illustré' 'par' 'François' 'Bourgeon' '.']	[0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: François Bourgeon']
['Liste' 'des' 'communes' 'de' 'la' 'Haute-Loire']	[5 6 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Liste des communes de la Haute-Loire']
"[""''"" 'Blondine' 'au' 'pays' 'de' ""l'arc-en-ciel"" ""''""]"	[0 3 4 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Blondine au pays de l'arc-en-ciel""]"
"[""'"" ""''"" 'STA' ""''"" ""'"" '-' 'Powiat' 'de' 'Tarnowskie' 'Góry']"	[0 0 0 0 0 0 5 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Powiat de Tarnowskie Góry']
['REDIRECTION' 'Louis' 'Finot' '(' 'football' ')']	[0 1 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Louis Finot ( football )']
"['Sainte-Mère-Église' '-' 'Beuzeville-au-Plain' '-' 'Chef-du-Pont' '-'
 'Écoquenéauville' '-' 'Foucarville']"	[5 0 5 0 5 0 5 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['LOC: Sainte-Mère-Église' 'LOC: Beuzeville-au-Plain' 'LOC: Chef-du-Pont'
 'LOC: Écoquenéauville' 'LOC: Foucarville']"
"['REDIRECTION' 'District' ""d'amélioration"" 'No' '4']"	[0 3 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: District d'amélioration No 4""]"
['redirection' 'Hear' 'in' 'the' 'Now' 'Frontier']	[0 3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Hear in the Now Frontier']
['Fujiwara' 'no' 'Kamatari']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Fujiwara no Kamatari']
"['Fédération' ""d'Aruba"" 'de' 'football']"	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	"[""ORG: Fédération d'Aruba de football""]"
"[""'"" ""''"" '-' 'Giovanni' 'Targioni' 'Tozzetti' '(' '1712-1783' ')']"	[0 0 0 1 2 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Giovanni Targioni Tozzetti']
['La' 'capitulation' 'empêcha' 'sa' 'mise' 'en' 'service' '.']	[0 3 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: capitulation']
"['Il' 'participe' 'à' 'la' 'Coupe' ""d'Asie"" '2004' 'et' '2011' 'avec' 'le'
 'Koweït' '.']"	[0 0 0 0 3 4 4 0 3 0 0 3 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Coupe d'Asie 2004"" 'ORG: 2011' 'ORG: Koweït']"
"['Ces' 'notations' 'sont' 'largement' 'inspirées' 'des' 'archigraphèmes'
 'tels' 'que' 'révélés' 'par' 'Nina' 'Catach' '.']"	[0 0 0 0 0 0 0 0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Nina Catach']
['Parti' 'libéral-démocrate' 'de' 'Moldavie' '(' 'PLDM' ')']	[3 4 4 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Parti libéral-démocrate de Moldavie']
[',' 'Paris' ',' '11' 'arrondissement']	[0 5 0 5 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Paris' 'LOC: 11 arrondissement']
['Xian' 'de' 'Dagzê']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Xian de Dagzê']
['Masan' '-' 'Changwon' '(' 'Gyeongsang' 'du' 'Sud' ')']	[5 0 5 0 5 6 6 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Masan' 'LOC: Changwon' 'LOC: Gyeongsang du Sud']
"[""'"" ""''"" 'Primeval' 'Whirl' ""''"" ""'""]"	[0 0 3 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Primeval Whirl']
"['Razorbacks' 'de' ""l'Arkansas"" '1']"	[3 4 4 0]	['fr' 'fr' 'fr' 'fr']	"[""ORG: Razorbacks de l'Arkansas""]"
"[""'"" ""''"" 'Colorado' 'Adventure' ""''"" ""'""]"	[0 0 3 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Colorado Adventure']
['Christinna' 'Pedersen' '/' 'Kamilla' 'Rytter' 'Juhl']	[1 2 0 1 2 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Christinna Pedersen' 'PER: Kamilla Rytter Juhl']
['Hans' 'Seidemann' '(' 'par' 'intérim' ')']	[1 2 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Hans Seidemann']
[';' 'Ligue' 'canadienne' 'de' 'hockey']	[0 3 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Ligue canadienne de hockey']
